file,group,time,channel,n_cells,mean_cell_intensity,median_cell_intensity,mean_nonzero_pixels,fold_change
CNTL_75uM_p2,Control,0,LipiBlue,90,13.721773147583008,13.362932205200195,5387.0,1.0
CNTL_75uM_p2,Control,0,342,90,51.16786575317383,35.926795959472656,7362.2,1.0
CNTL_75uM_p2,Control,0,BODIPY,90,15.131444931030273,13.461048126220703,7533.7,1.0
CNTL_75uM_p2,Control,0,pHrodo,90,15.043146133422852,14.918939590454102,5991.9,1.0
CNTL_75uM_p2,Control,0,TMRM,90,18.029232025146484,16.991865158081055,6469.2,1.0
CNTL_75uM_p2,Control,0,Lyso,90,10.26848030090332,9.64059829711914,5537.7,1.0
CNTL_75uM_p2,Control,0,Tubulin,90,26.471080780029297,23.206043243408203,10543.7,1.0
CNTL_75uM_p2,Control,1,LipiBlue,90,14.41708755493164,12.580955505371094,5569.2,1.050672343863308
CNTL_75uM_p2,Control,1,342,90,54.63017654418945,39.881629943847656,7399.5,1.0676657261359561
CNTL_75uM_p2,Control,1,BODIPY,90,17.796113967895508,17.34044075012207,7855.7,1.176101426467261
CNTL_75uM_p2,Control,1,pHrodo,90,19.137388229370117,17.44534683227539,6273.5,1.272166610603528
CNTL_75uM_p2,Control,1,TMRM,90,17.964672088623047,17.30801773071289,6555.5,0.996419152161701
CNTL_75uM_p2,Control,1,Lyso,90,10.734843254089355,10.66198444366455,5563.9,1.0454169399482618
CNTL_75uM_p2,Control,1,Tubulin,90,28.51243019104004,28.923778533935547,10777.8,1.0771162094957154
CNTL_75uM_p2,Control,2,LipiBlue,90,12.065261840820312,11.466859817504883,6029.2,0.8792786260969139
CNTL_75uM_p2,Control,2,342,90,37.98577880859375,24.463159561157227,7449.7,0.742375673666584
CNTL_75uM_p2,Control,2,BODIPY,90,14.77788257598877,15.025507926940918,8261.7,0.9766339330676578
CNTL_75uM_p2,Control,2,pHrodo,90,15.132332801818848,15.810991287231445,6636.8,1.0059287244573023
CNTL_75uM_p2,Control,2,TMRM,90,15.665950775146484,16.659645080566406,6974.2,0.8689194721825209
CNTL_75uM_p2,Control,2,Lyso,90,9.306979179382324,9.847124099731445,5800.0,0.9063638344384405
CNTL_75uM_p2,Control,2,Tubulin,90,25.310596466064453,25.122901916503906,11401.2,0.956160297208554
CNTL_75uM_p2,Control,3,LipiBlue,90,12.742155075073242,12.401630401611328,6732.2,0.9286084923592897
CNTL_75uM_p2,Control,3,342,90,40.456722259521484,25.69802474975586,8022.5,0.7906665963884187
CNTL_75uM_p2,Control,3,BODIPY,90,16.05034828186035,16.380992889404297,9134.0,1.0607280636461671
CNTL_75uM_p2,Control,3,pHrodo,90,34.759056091308594,15.375402450561523,7609.9,2.3106241063550494
CNTL_75uM_p2,Control,3,TMRM,90,21.48032569885254,16.800151824951172,7728.6,1.1914165655471405
CNTL_75uM_p2,Control,3,Lyso,90,9.6655912399292,9.910089492797852,6386.6,0.9412874112519761
CNTL_75uM_p2,Control,3,Tubulin,90,26.877490997314453,27.85973358154297,12744.6,1.015352989198377
CNTL_75uM_p2,Control,4,LipiBlue,72,12.286405563354492,12.355400085449219,6759.75,0.8953948903840212
CNTL_75uM_p2,Control,4,342,72,33.61239242553711,25.92330551147461,8153.0,0.6569043271743693
CNTL_75uM_p2,Control,4,BODIPY,72,15.328301429748535,14.027336120605469,8950.625,1.0130097620957907
CNTL_75uM_p2,Control,4,pHrodo,72,16.21176528930664,15.34799575805664,6990.25,1.0776844913636352
CNTL_75uM_p2,Control,4,TMRM,72,15.24749755859375,16.643939971923828,7601.625,0.8457097638616622
CNTL_75uM_p2,Control,4,Lyso,72,9.388558387756348,9.568357467651367,6380.25,0.9143084577890688
CNTL_75uM_p2,Control,4,Tubulin,72,27.846778869628906,28.62338638305664,12588.0,1.0519698497024528
CNTL_75uM_p2,Control,5,LipiBlue,117,13.732927322387695,10.786849021911621,4567.461538461538,1.0008128814464954
CNTL_75uM_p2,Control,5,342,117,58.06398010253906,30.64521026611328,5314.0,1.1347743207158778
CNTL_75uM_p2,Control,5,BODIPY,117,18.366168975830078,17.72698402404785,6034.0,1.2137749606560249
CNTL_75uM_p2,Control,5,pHrodo,117,17.461185455322266,15.97801399230957,4851.538461538462,1.1607402667269857
CNTL_75uM_p2,Control,5,TMRM,117,17.478330612182617,17.659189224243164,5135.692307692308,0.9694439889510829
CNTL_75uM_p2,Control,5,Lyso,117,11.916053771972656,10.98898696899414,4277.307692307692,1.1604495916425335
CNTL_75uM_p2,Control,5,Tubulin,117,25.708864212036133,29.619585037231445,8420.538461538461,0.971205687658654
CNTL_75uM_p2,Control,6,LipiBlue,99,15.05600357055664,13.70711898803711,4132.545454545455,1.0972345489626936
CNTL_75uM_p2,Control,6,342,99,72.43989562988281,74.40989685058594,4931.272727272727,1.4157302549870283
CNTL_75uM_p2,Control,6,BODIPY,99,21.818416595458984,17.559688568115234,5450.454545454545,1.4419255196650547
CNTL_75uM_p2,Control,6,pHrodo,99,35.15435028076172,18.821422576904297,4200.454545454545,2.336901467882161
CNTL_75uM_p2,Control,6,TMRM,99,25.46611785888672,18.305227279663086,4713.454545454545,1.4124904390474065
CNTL_75uM_p2,Control,6,Lyso,99,13.205018997192383,10.45262336730957,3827.4545454545455,1.2859759779673272
CNTL_75uM_p2,Control,6,Tubulin,99,33.07886505126953,37.797569274902344,7639.0,1.2496227610103996
CNTL_75uM_p3,Control,0,LipiBlue,144,12.66106128692627,12.959046363830566,4694.25,1.0
CNTL_75uM_p3,Control,0,342,144,73.44645690917969,60.95254898071289,8395.75,1.0
CNTL_75uM_p3,Control,0,BODIPY,144,12.033852577209473,12.409256935119629,6761.6875,1.0
CNTL_75uM_p3,Control,0,pHrodo,144,13.92972183227539,13.551370620727539,6387.0,1.0
CNTL_75uM_p3,Control,0,TMRM,144,14.523759841918945,14.668315887451172,6347.3125,1.0
CNTL_75uM_p3,Control,0,Lyso,144,8.594075202941895,9.083662986755371,5736.75,1.0
CNTL_75uM_p3,Control,0,Tubulin,144,12.81732177734375,12.559861183166504,10516.4375,1.0
CNTL_75uM_p3,Control,1,LipiBlue,144,12.093019485473633,11.162765502929688,4077.625,0.9551347403997489
CNTL_75uM_p3,Control,1,342,144,73.21669006347656,53.869850158691406,7153.6875,0.9968716415280965
CNTL_75uM_p3,Control,1,BODIPY,144,12.58891487121582,12.80836009979248,5735.375,1.0461250701257188
CNTL_75uM_p3,Control,1,pHrodo,144,14.099544525146484,14.071687698364258,5331.5,1.012191391537885
CNTL_75uM_p3,Control,1,TMRM,144,14.275473594665527,13.730941772460938,5456.5625,0.9829048228588299
CNTL_75uM_p3,Control,1,Lyso,144,9.048270225524902,8.810249328613281,4808.6875,1.0528497845152123
CNTL_75uM_p3,Control,1,Tubulin,144,13.233102798461914,14.618267059326172,9039.25,1.0324389937571132
CNTL_75uM_p3,Control,2,LipiBlue,108,14.765917778015137,13.801750183105469,5122.5,1.16624644991351
CNTL_75uM_p3,Control,2,342,108,88.25843811035156,60.28633117675781,8684.583333333334,1.2016704661395397
CNTL_75uM_p3,Control,2,BODIPY,108,13.538768768310547,13.087822914123535,6983.166666666667,1.1250568910866656
CNTL_75uM_p3,Control,2,pHrodo,108,17.11647605895996,17.254716873168945,6578.0,1.2287737160192826
CNTL_75uM_p3,Control,2,TMRM,108,16.178386688232422,16.163360595703125,6790.416666666667,1.113925516830555
CNTL_75uM_p3,Control,2,Lyso,108,9.2066650390625,9.532964706420898,5862.5,1.071280483548818
CNTL_75uM_p3,Control,2,Tubulin,108,14.73487663269043,14.791451454162598,11108.083333333334,1.1496065159834095
CNTL_75uM_p3,Control,3,LipiBlue,135,12.669194221496582,10.140928268432617,5675.666666666667,1.0006423580445591
CNTL_75uM_p3,Control,3,342,135,66.25190734863281,39.56515884399414,9099.866666666667,0.9020436129486368
CNTL_75uM_p3,Control,3,BODIPY,135,13.7987699508667,12.421791076660156,8024.533333333334,1.1466627052586424
CNTL_75uM_p3,Control,3,pHrodo,135,18.21956443786621,17.0461483001709,7905.466666666666,1.3079632642520675
CNTL_75uM_p3,Control,3,TMRM,135,16.954742431640625,16.84412956237793,7658.0,1.1673797016875271
CNTL_75uM_p3,Control,3,Lyso,135,10.192597389221191,10.16176700592041,6868.8,1.1860028157226383
CNTL_75uM_p3,Control,3,Tubulin,135,17.240135192871094,15.017281532287598,12613.666666666666,1.345065333644446
CNTL_75uM_p3,Control,4,LipiBlue,225,16.480762481689453,13.879744529724121,2655.28,1.3016888638480395
CNTL_75uM_p3,Control,4,342,225,103.98577880859375,80.55896759033203,4648.0,1.415803881965028
CNTL_75uM_p3,Control,4,BODIPY,225,24.667627334594727,19.554224014282227,3843.32,2.0498528776488385
CNTL_75uM_p3,Control,4,pHrodo,225,19.251792907714844,19.64130401611328,3647.4,1.3820658545462214
CNTL_75uM_p3,Control,4,TMRM,225,19.398094177246094,18.991771697998047,3670.2,1.3356110530868657
CNTL_75uM_p3,Control,4,Lyso,225,12.239283561706543,11.313526153564453,3165.04,1.4241536491927407
CNTL_75uM_p3,Control,4,Tubulin,225,17.357315063476562,16.106821060180664,5967.68,1.3542076390839957
CNTL_75uM_p3,Control,5,LipiBlue,297,18.39850616455078,15.123337745666504,2064.3939393939395,1.4531567099788831
CNTL_75uM_p3,Control,5,342,297,134.08546447753906,107.47595977783203,3649.848484848485,1.8256219580931266
CNTL_75uM_p3,Control,5,BODIPY,297,24.808290481567383,18.945980072021484,2967.969696969697,2.0615418314622707
CNTL_75uM_p3,Control,5,pHrodo,297,20.012290954589844,19.86885643005371,2868.3030303030305,1.436661205123353
CNTL_75uM_p3,Control,5,TMRM,297,19.56900978088379,19.521690368652344,2803.5454545454545,1.3473790529366287
CNTL_75uM_p3,Control,5,Lyso,297,12.936387062072754,11.85428524017334,2515.151515151515,1.5052680779014378
CNTL_75uM_p3,Control,5,Tubulin,297,15.856257438659668,15.764535903930664,4642.515151515152,1.2370959950999767
CNTL_75uM_p3,Control,6,LipiBlue,180,11.242310523986816,11.195895195007324,4361.15,0.8879437725805461
CNTL_75uM_p3,Control,6,342,180,51.3405647277832,32.653541564941406,7025.7,0.6990203052445191
CNTL_75uM_p3,Control,6,BODIPY,180,14.725470542907715,13.369213104248047,6158.8,1.22367051186881
CNTL_75uM_p3,Control,6,pHrodo,180,19.376340866088867,18.596752166748047,5819.0,1.3910070207714824
CNTL_75uM_p3,Control,6,TMRM,180,16.178293228149414,16.777324676513672,5761.9,1.113919081852008
CNTL_75uM_p3,Control,6,Lyso,180,9.628091812133789,9.610575675964355,5030.6,1.1203173796801236
CNTL_75uM_p3,Control,6,Tubulin,180,19.661422729492188,17.87601089477539,9448.2,1.533972780822766
CNTL_75uM_p4,Control,0,LipiBlue,126,7.792839050292969,7.158754348754883,4647.285714285715,1.0
CNTL_75uM_p4,Control,0,342,126,22.53891372680664,16.825420379638672,6234.357142857143,1.0
CNTL_75uM_p4,Control,0,BODIPY,126,7.582703590393066,7.204306602478027,6256.428571428572,1.0
CNTL_75uM_p4,Control,0,pHrodo,126,7.219876766204834,7.209379196166992,4920.5,1.0
CNTL_75uM_p4,Control,0,TMRM,126,7.976428031921387,7.5931196212768555,5256.214285714285,1.0
CNTL_75uM_p4,Control,0,Lyso,126,5.307450294494629,5.043881893157959,4556.5,1.0
CNTL_75uM_p4,Control,0,Tubulin,126,11.24803638458252,11.239831924438477,9311.357142857143,1.0
CNTL_75uM_p4,Control,1,LipiBlue,99,8.987523078918457,9.516216278076172,5863.818181818182,1.1533053641831053
CNTL_75uM_p4,Control,1,342,99,28.251279830932617,30.652183532714844,7421.636363636364,1.2534446057767183
CNTL_75uM_p4,Control,1,BODIPY,99,9.27446174621582,8.582460403442383,7886.545454545455,1.2231075151039972
CNTL_75uM_p4,Control,1,pHrodo,99,8.824851989746094,8.551775932312012,6120.363636363636,1.2222995316282834
CNTL_75uM_p4,Control,1,TMRM,99,9.445284843444824,8.634998321533203,6728.0,1.1841496977901793
CNTL_75uM_p4,Control,1,Lyso,99,6.182796001434326,5.9784836769104,5619.181818181818,1.1649277258135955
CNTL_75uM_p4,Control,1,Tubulin,99,13.707940101623535,13.621139526367188,11463.90909090909,1.218696280215875
CNTL_75uM_p4,Control,2,LipiBlue,81,8.965496063232422,9.665958404541016,5638.111111111111,1.1504787928213873
CNTL_75uM_p4,Control,2,342,81,24.000564575195312,24.140262603759766,7409.0,1.0648501017442673
CNTL_75uM_p4,Control,2,BODIPY,81,8.244243621826172,7.505496501922607,7067.666666666667,1.0872432930480425
CNTL_75uM_p4,Control,2,pHrodo,81,8.269872665405273,8.180794715881348,5776.555555555556,1.1454312771812551
CNTL_75uM_p4,Control,2,TMRM,81,10.108154296875,10.444107055664062,6506.444444444444,1.2672532437354815
CNTL_75uM_p4,Control,2,Lyso,81,6.14194393157959,6.314797401428223,5372.555555555556,1.1572306080662826
CNTL_75uM_p4,Control,2,Tubulin,81,13.582929611206055,13.672652244567871,10941.555555555555,1.2075822967486067
CNTL_75uM_p4,Control,3,LipiBlue,72,9.20328140258789,9.175521850585938,5183.875,1.1809921061107886
CNTL_75uM_p4,Control,3,342,72,21.058183670043945,23.325342178344727,6653.75,0.9343033974613608
CNTL_75uM_p4,Control,3,BODIPY,72,9.132058143615723,9.547760009765625,6747.0,1.204327458505119
CNTL_75uM_p4,Control,3,pHrodo,72,8.792999267578125,8.933223724365234,5315.375,1.2178877219534885
CNTL_75uM_p4,Control,3,TMRM,72,10.062915802001953,10.198407173156738,6007.125,1.2615817207565234
CNTL_75uM_p4,Control,3,Lyso,72,6.243012428283691,6.238275527954102,4950.0,1.1762733670364305
CNTL_75uM_p4,Control,3,Tubulin,72,16.175758361816406,14.195638656616211,10084.75,1.4380961981940446
CNTL_75uM_p4,Control,4,LipiBlue,90,7.499825477600098,7.771137237548828,5485.1,0.9623996375644567
CNTL_75uM_p4,Control,4,342,90,15.827913284301758,13.97220230102539,6488.8,0.7022482749679653
CNTL_75uM_p4,Control,4,BODIPY,90,7.787307262420654,7.159170150756836,6974.0,1.0269829447489958
CNTL_75uM_p4,Control,4,pHrodo,90,7.727896690368652,8.082008361816406,5531.2,1.0703640713844014
CNTL_75uM_p4,Control,4,TMRM,90,9.640459060668945,9.959351539611816,6317.5,1.2086185723845517
CNTL_75uM_p4,Control,4,Lyso,90,5.999549865722656,6.090604782104492,5175.4,1.1304015172682702
CNTL_75uM_p4,Control,4,Tubulin,90,14.56018352508545,13.951961517333984,10523.2,1.2944644760433768
CNTL_75uM_p4,Control,5,LipiBlue,99,8.321401596069336,8.143027305603027,5978.181818181818,1.0678266986351395
CNTL_75uM_p4,Control,5,342,99,20.23235321044922,15.684956550598145,7181.363636363636,0.8976631906792333
CNTL_75uM_p4,Control,5,BODIPY,99,8.503782272338867,8.350510597229004,7603.727272727273,1.1214710124120855
CNTL_75uM_p4,Control,5,pHrodo,99,8.342806816101074,8.508747100830078,5996.181818181818,1.1555331325255451
CNTL_75uM_p4,Control,5,TMRM,99,10.150717735290527,10.511070251464844,6844.272727272727,1.2725893964902222
CNTL_75uM_p4,Control,5,Lyso,99,6.279916286468506,6.7585129737854,5619.545454545455,1.1832265848975745
CNTL_75uM_p4,Control,5,Tubulin,99,15.168747901916504,14.458274841308594,11414.09090909091,1.348568530833349
CNTL_75uM_p4,Control,6,LipiBlue,81,8.408686637878418,7.315188407897949,6413.444444444444,1.0790273716178311
CNTL_75uM_p4,Control,6,342,81,21.522464752197266,16.850635528564453,7761.222222222223,0.9549024861211274
CNTL_75uM_p4,Control,6,BODIPY,81,8.481121063232422,8.27054214477539,8082.333333333333,1.1184824729239857
CNTL_75uM_p4,Control,6,pHrodo,81,8.519248962402344,7.506068706512451,6357.444444444444,1.1799715200513778
CNTL_75uM_p4,Control,6,TMRM,81,8.881797790527344,7.975775718688965,7078.777777777777,1.1135056638112573
CNTL_75uM_p4,Control,6,Lyso,81,5.842927932739258,5.848575115203857,5889.222222222223,1.100891691590607
CNTL_75uM_p4,Control,6,Tubulin,81,14.328533172607422,12.59557056427002,12207.666666666666,1.2738697389214781
